"date","AOT_at_500nm","filename"
2002-10-10,NA,"MOD09CMA.A2002283.006.2015151062926.hdf"
2002-09-02,NA,"MOD09CMA.A2002245.006.2015149224245.hdf"
2002-09-04,48000,"MOD09CMA.A2002247.006.2015150051036.hdf"
2002-09-17,19000,"MOD09CMA.A2002260.006.2015151034240.hdf"
2002-10-17,23000,"MOD09CMA.A2002290.006.2015151031439.hdf"
2002-10-18,NA,"MOD09CMA.A2002291.006.2015151032233.hdf"
2002-09-10,15000,"MOD09CMA.A2002253.006.2015150052231.hdf"
2002-10-24,NA,"MOD09CMA.A2002297.006.2015151204046.hdf"
2002-09-11,57000,"MOD09CMA.A2002254.006.2015150052207.hdf"
2002-09-29,76000,"MOD09CMA.A2002272.006.2015151082853.hdf"
2002-09-12,24000,"MOD09CMA.A2002255.006.2015150044709.hdf"
2002-10-25,NA,"MOD09CMA.A2002298.006.2015152000511.hdf"
2002-09-25,NA,"MOD09CMA.A2002268.006.2015151042722.hdf"
2002-10-26,55000,"MOD09CMA.A2002299.006.2015152001608.hdf"
2002-09-18,52000,"MOD09CMA.A2002261.006.2015151024937.hdf"
2002-11-01,37000,"MOD09CMA.A2002305.006.2015152051236.hdf"
2002-10-07,28000,"MOD09CMA.A2002280.006.2015151110544.hdf"
2002-09-19,18000,"MOD09CMA.A2002262.006.2015151102757.hdf"
2002-09-20,23000,"MOD09CMA.A2002263.006.2015151102741.hdf"
2002-11-02,16000,"MOD09CMA.A2002306.006.2015152003215.hdf"
2002-11-03,NA,"MOD09CMA.A2002307.006.2015151225132.hdf"
2002-10-03,20000,"MOD09CMA.A2002276.006.2015151034436.hdf"
2002-11-09,NA,"MOD09CMA.A2002313.006.2015152023355.hdf"
2002-09-26,13000,"MOD09CMA.A2002269.006.2015151052540.hdf"
2002-10-15,102000,"MOD09CMA.A2002288.006.2015151102623.hdf"
2002-11-10,NA,"MOD09CMA.A2002314.006.2015151230551.hdf"
2002-11-11,53000,"MOD09CMA.A2002315.006.2015152003400.hdf"
2002-09-28,37000,"MOD09CMA.A2002271.006.2015151091005.hdf"
2002-09-27,NA,"MOD09CMA.A2002270.006.2015151090354.hdf"
2002-11-17,67000,"MOD09CMA.A2002321.006.2015152053122.hdf"
2002-10-11,51000,"MOD09CMA.A2002284.006.2015151065420.hdf"
2002-10-04,NA,"MOD09CMA.A2002277.006.2015151051151.hdf"
2002-11-19,48000,"MOD09CMA.A2002323.006.2015151233042.hdf"
2002-10-23,307000,"MOD09CMA.A2002296.006.2015151201113.hdf"
2002-11-18,NA,"MOD09CMA.A2002322.006.2015151231603.hdf"
2002-10-06,38000,"MOD09CMA.A2002279.006.2015151070339.hdf"
2002-10-05,20000,"MOD09CMA.A2002278.006.2015151061100.hdf"
2002-11-25,30000,"MOD09CMA.A2002329.006.2015152043406.hdf"
2002-10-19,48000,"MOD09CMA.A2002292.006.2015151063412.hdf"
2002-10-12,15000,"MOD09CMA.A2002285.006.2015151071743.hdf"
2002-10-31,28000,"MOD09CMA.A2002304.006.2015152041157.hdf"
2002-11-26,NA,"MOD09CMA.A2002330.006.2015151231912.hdf"
2002-11-27,149000,"MOD09CMA.A2002331.006.2015151232138.hdf"
2002-10-14,23000,"MOD09CMA.A2002287.006.2015151072834.hdf"
2002-12-03,63000,"MOD09CMA.A2002337.006.2015152202242.hdf"
2002-11-08,83000,"MOD09CMA.A2002312.006.2015152023034.hdf"
2002-10-13,51000,"MOD09CMA.A2002286.006.2015151072438.hdf"
2002-10-20,59000,"MOD09CMA.A2002293.006.2015151064606.hdf"
2002-10-27,NA,"MOD09CMA.A2002300.006.2015151223815.hdf"
2002-12-04,41000,"MOD09CMA.A2002338.006.2015152221449.hdf"
2002-12-05,NA,"MOD09CMA.A2002339.006.2015152231038.hdf"
2002-12-11,NA,"MOD09CMA.A2002345.006.2015153052612.hdf"
2002-10-22,44000,"MOD09CMA.A2002295.006.2015151122330.hdf"
2002-10-28,70000,"MOD09CMA.A2002301.006.2015152002039.hdf"
2002-11-16,NA,"MOD09CMA.A2002320.006.2015152042953.hdf"
2002-12-12,NA,"MOD09CMA.A2002346.006.2015152212800.hdf"
2002-10-21,17000,"MOD09CMA.A2002294.006.2015151092316.hdf"
2002-11-04,36000,"MOD09CMA.A2002308.006.2015151222444.hdf"
2002-12-13,NA,"MOD09CMA.A2002347.006.2015152220012.hdf"
2002-12-19,NA,"MOD09CMA.A2002353.006.2015153032225.hdf"
2002-11-05,NA,"MOD09CMA.A2002309.006.2015151222901.hdf"
2002-11-24,NA,"MOD09CMA.A2002328.006.2015152043700.hdf"
2002-12-20,NA,"MOD09CMA.A2002354.006.2015152230809.hdf"
2002-11-12,NA,"MOD09CMA.A2002316.006.2015152004206.hdf"
2002-10-30,27000,"MOD09CMA.A2002303.006.2015152040331.hdf"
2002-12-21,NA,"MOD09CMA.A2002355.006.2015152225807.hdf"
2002-10-29,56000,"MOD09CMA.A2002302.006.2015152015933.hdf"
2002-12-27,NA,"MOD09CMA.A2002361.006.2015153050137.hdf"
2002-12-02,73000,"MOD09CMA.A2002336.006.2015152191145.hdf"
2002-11-13,73000,"MOD09CMA.A2002317.006.2015152004037.hdf"
2002-11-07,NA,"MOD09CMA.A2002311.006.2015152022256.hdf"
2002-12-28,NA,"MOD09CMA.A2002362.006.2015152225404.hdf"
2002-11-20,95000,"MOD09CMA.A2002324.006.2015152011927.hdf"
2002-12-29,NA,"MOD09CMA.A2002363.006.2015153002451.hdf"
2002-11-06,167000,"MOD09CMA.A2002310.006.2015152002517.hdf"
2002-12-10,NA,"MOD09CMA.A2002344.006.2015153071321.hdf"
2003-01-04,74000,"MOD09CMA.A2003004.006.2015153040942.hdf"
2003-01-05,33000,"MOD09CMA.A2003005.006.2015153083514.hdf"
2002-11-28,NA,"MOD09CMA.A2002332.006.2015152031316.hdf"
2002-11-15,NA,"MOD09CMA.A2002319.006.2015152043118.hdf"
2002-11-21,NA,"MOD09CMA.A2002325.006.2015152011630.hdf"
2002-11-14,NA,"MOD09CMA.A2002318.006.2015152045510.hdf"
2003-01-06,46000,"MOD09CMA.A2003006.006.2015153075843.hdf"
2002-12-18,56000,"MOD09CMA.A2002352.006.2015153073707.hdf"
2002-12-06,NA,"MOD09CMA.A2002340.006.2015153001835.hdf"
2003-01-12,NA,"MOD09CMA.A2003012.006.2015153031027.hdf"
2003-01-13,NA,"MOD09CMA.A2003013.006.2015153052357.hdf"
2002-11-23,NA,"MOD09CMA.A2002327.006.2015152043115.hdf"
2002-11-29,148000,"MOD09CMA.A2002333.006.2015152032128.hdf"
2002-11-22,NA,"MOD09CMA.A2002326.006.2015152043814.hdf"
2003-01-14,NA,"MOD09CMA.A2003014.006.2015153063741.hdf"
2002-12-26,NA,"MOD09CMA.A2002360.006.2015153052431.hdf"
2003-01-20,NA,"MOD09CMA.A2003020.006.2015154040358.hdf"
2002-12-14,NA,"MOD09CMA.A2002348.006.2015153000441.hdf"
2003-01-21,NA,"MOD09CMA.A2003021.006.2015154044427.hdf"
2002-11-30,NA,"MOD09CMA.A2002334.006.2015152032706.hdf"
2002-12-01,88000,"MOD09CMA.A2002335.006.2015152033637.hdf"
2002-12-07,NA,"MOD09CMA.A2002341.006.2015153042539.hdf"
2003-01-22,NA,"MOD09CMA.A2003022.006.2015154052557.hdf"
2003-01-03,36000,"MOD09CMA.A2003003.006.2015153004200.hdf"
2003-01-28,163000,"MOD09CMA.A2003028.006.2015154032152.hdf"
2002-12-22,30000,"MOD09CMA.A2002356.006.2015153013512.hdf"
2002-12-09,NA,"MOD09CMA.A2002343.006.2015153071353.hdf"
2002-12-08,NA,"MOD09CMA.A2002342.006.2015153043926.hdf"
2003-01-29,NA,"MOD09CMA.A2003029.006.2015154050702.hdf"
2002-12-15,NA,"MOD09CMA.A2002349.006.2015153002615.hdf"
2003-01-30,NA,"MOD09CMA.A2003030.006.2015154061042.hdf"
2003-01-11,NA,"MOD09CMA.A2003011.006.2015153022927.hdf"
2003-02-05,21000,"MOD09CMA.A2003036.006.2015154025738.hdf"
2002-12-30,NA,"MOD09CMA.A2002364.006.2015153012025.hdf"
2002-12-17,75000,"MOD09CMA.A2002351.006.2015153074523.hdf"
2002-12-16,NA,"MOD09CMA.A2002350.006.2015153071239.hdf"
2002-12-23,NA,"MOD09CMA.A2002357.006.2015153011654.hdf"
2003-02-07,55000,"MOD09CMA.A2003038.006.2015154055201.hdf"
2003-01-19,NA,"MOD09CMA.A2003019.006.2015154031418.hdf"
2003-02-06,22000,"MOD09CMA.A2003037.006.2015154051125.hdf"
2003-02-13,NA,"MOD09CMA.A2003044.006.2015156003911.hdf"
2003-01-07,NA,"MOD09CMA.A2003007.006.2015153075255.hdf"
2002-12-24,83000,"MOD09CMA.A2002358.006.2015153021531.hdf"
2002-12-25,NA,"MOD09CMA.A2002359.006.2015153051956.hdf"
2003-01-27,NA,"MOD09CMA.A2003027.006.2015154035308.hdf"
2003-02-15,NA,"MOD09CMA.A2003046.006.2015156060134.hdf"
2002-12-31,56000,"MOD09CMA.A2002365.006.2015153050833.hdf"
2003-01-01,NA,"MOD09CMA.A2003001.006.2015153052907.hdf"
2003-02-14,NA,"MOD09CMA.A2003045.006.2015156055721.hdf"
2003-01-15,NA,"MOD09CMA.A2003015.006.2015153091649.hdf"
2003-02-21,64000,"MOD09CMA.A2003052.006.2015156002403.hdf"
2003-01-02,NA,"MOD09CMA.A2003002.006.2015152232757.hdf"
2003-01-08,NA,"MOD09CMA.A2003008.006.2015153075820.hdf"
2003-02-04,37000,"MOD09CMA.A2003035.006.2015154032145.hdf"
2003-02-23,NA,"MOD09CMA.A2003054.006.2015156025509.hdf"
2003-02-22,NA,"MOD09CMA.A2003053.006.2015156024544.hdf"
2003-01-23,NA,"MOD09CMA.A2003023.006.2015154132746.hdf"
2003-01-09,NA,"MOD09CMA.A2003009.006.2015153075604.hdf"
2003-01-16,NA,"MOD09CMA.A2003016.006.2015153231105.hdf"
2003-03-01,55000,"MOD09CMA.A2003060.006.2015156013800.hdf"
2003-01-10,NA,"MOD09CMA.A2003010.006.2015153001227.hdf"
2003-02-12,NA,"MOD09CMA.A2003043.006.2015156001410.hdf"
2003-03-03,NA,"MOD09CMA.A2003062.006.2015156081736.hdf"
2003-01-31,NA,"MOD09CMA.A2003031.006.2015154131142.hdf"
2003-03-02,NA,"MOD09CMA.A2003061.006.2015156063237.hdf"
2003-01-24,NA,"MOD09CMA.A2003024.006.2015154131951.hdf"
2003-01-17,NA,"MOD09CMA.A2003017.006.2015153232653.hdf"
2003-02-01,NA,"MOD09CMA.A2003032.006.2015154131022.hdf"
2003-01-18,NA,"MOD09CMA.A2003018.006.2015154021450.hdf"
2003-03-09,86000,"MOD09CMA.A2003068.006.2015155161845.hdf"
2003-03-10,NA,"MOD09CMA.A2003069.006.2015156071740.hdf"
2003-02-20,25000,"MOD09CMA.A2003051.006.2015156013411.hdf"
2003-02-08,28000,"MOD09CMA.A2003039.006.2015154133150.hdf"
2003-03-11,NA,"MOD09CMA.A2003070.006.2015156080801.hdf"
2003-01-25,147000,"MOD09CMA.A2003025.006.2015154072753.hdf"
2003-01-26,NA,"MOD09CMA.A2003026.006.2015154032313.hdf"
2003-02-09,41000,"MOD09CMA.A2003040.006.2015154132745.hdf"
2003-03-17,56000,"MOD09CMA.A2003076.006.2015156061600.hdf"
2003-02-02,58000,"MOD09CMA.A2003033.006.2015154061556.hdf"
2003-03-18,NA,"MOD09CMA.A2003077.006.2015156080921.hdf"
2003-02-28,NA,"MOD09CMA.A2003059.006.2015156014654.hdf"
2003-02-16,NA,"MOD09CMA.A2003047.006.2015156031610.hdf"
2003-03-19,369000,"MOD09CMA.A2003078.006.2015156093909.hdf"
2003-02-03,34000,"MOD09CMA.A2003034.006.2015154022237.hdf"
2003-02-17,121000,"MOD09CMA.A2003048.006.2015156031412.hdf"
2003-03-25,NA,"MOD09CMA.A2003084.006.2015156140528.hdf"
2003-03-26,225000,"MOD09CMA.A2003085.006.2015156135047.hdf"
2003-02-10,38000,"MOD09CMA.A2003041.006.2015155150459.hdf"
2003-03-08,55000,"MOD09CMA.A2003067.006.2015155161541.hdf"
2003-02-24,NA,"MOD09CMA.A2003055.006.2015156030218.hdf"
2003-03-27,NA,"MOD09CMA.A2003086.006.2015156130654.hdf"
2003-02-11,NA,"MOD09CMA.A2003042.006.2015155153238.hdf"
2003-02-25,NA,"MOD09CMA.A2003056.006.2015156051504.hdf"
2003-04-02,NA,"MOD09CMA.A2003092.006.2015156000020.hdf"
2003-04-03,NA,"MOD09CMA.A2003093.006.2015156073723.hdf"
2003-02-18,NA,"MOD09CMA.A2003049.006.2015156024346.hdf"
2003-03-16,NA,"MOD09CMA.A2003075.006.2015155163904.hdf"
2003-04-04,NA,"MOD09CMA.A2003094.006.2015156124030.hdf"
2003-02-19,NA,"MOD09CMA.A2003050.006.2015155155007.hdf"
2003-03-04,55000,"MOD09CMA.A2003063.006.2015156095826.hdf"
2003-03-05,38000,"MOD09CMA.A2003064.006.2015156111612.hdf"
2003-04-10,351000,"MOD09CMA.A2003100.006.2015156160651.hdf"
2003-04-11,80000,"MOD09CMA.A2003101.006.2015156160607.hdf"
2003-04-12,NA,"MOD09CMA.A2003102.006.2015156230158.hdf"
2003-02-27,97000,"MOD09CMA.A2003058.006.2015155155203.hdf"
2003-03-12,273000,"MOD09CMA.A2003071.006.2015156105241.hdf"
2003-02-26,50000,"MOD09CMA.A2003057.006.2015156053405.hdf"
2003-03-13,NA,"MOD09CMA.A2003072.006.2015156122604.hdf"
2003-03-24,32000,"MOD09CMA.A2003083.006.2015156140736.hdf"
2003-04-18,95000,"MOD09CMA.A2003108.006.2015156230943.hdf"
2003-04-20,NA,"MOD09CMA.A2003110.006.2015156230034.hdf"
2003-03-07,40000,"MOD09CMA.A2003066.006.2015155155316.hdf"
2003-04-19,NA,"MOD09CMA.A2003109.006.2015156230006.hdf"
2003-03-20,NA,"MOD09CMA.A2003079.006.2015156112309.hdf"
2003-03-06,NA,"MOD09CMA.A2003065.006.2015156110857.hdf"
2003-03-21,376000,"MOD09CMA.A2003080.006.2015156150844.hdf"
2003-04-01,NA,"MOD09CMA.A2003091.006.2015156012015.hdf"
2003-04-26,78000,"MOD09CMA.A2003116.006.2015156231333.hdf"
2003-04-28,NA,"MOD09CMA.A2003118.006.2015156233556.hdf"
2003-03-15,NA,"MOD09CMA.A2003074.006.2015155171257.hdf"
2003-03-29,NA,"MOD09CMA.A2003088.006.2015156133834.hdf"
2003-03-28,106000,"MOD09CMA.A2003087.006.2015156123320.hdf"
2003-03-14,NA,"MOD09CMA.A2003073.006.2015156122248.hdf"
2003-04-27,117000,"MOD09CMA.A2003117.006.2015156231542.hdf"
2003-04-09,NA,"MOD09CMA.A2003099.006.2015156160904.hdf"
2003-05-04,172000,"MOD09CMA.A2003124.006.2015156175850.hdf"
2003-05-06,NA,"MOD09CMA.A2003126.006.2015156231240.hdf"
2003-04-06,NA,"MOD09CMA.A2003096.006.2015156114133.hdf"
2003-03-22,NA,"MOD09CMA.A2003081.006.2015156160757.hdf"
2003-03-23,NA,"MOD09CMA.A2003082.006.2015156112101.hdf"
2003-05-05,NA,"MOD09CMA.A2003125.006.2015156182650.hdf"
2003-04-17,NA,"MOD09CMA.A2003107.006.2015156165109.hdf"
2003-04-05,59000,"MOD09CMA.A2003095.006.2015156123814.hdf"
2003-05-14,74000,"MOD09CMA.A2003134.006.2015158001502.hdf"
2003-04-14,NA,"MOD09CMA.A2003104.006.2015156230110.hdf"
2003-05-12,59000,"MOD09CMA.A2003132.006.2015157145317.hdf"
2003-03-30,149000,"MOD09CMA.A2003089.006.2015156132415.hdf"
2003-03-31,NA,"MOD09CMA.A2003090.006.2015155180031.hdf"
2003-04-25,NA,"MOD09CMA.A2003115.006.2015156233557.hdf"
2003-04-13,112000,"MOD09CMA.A2003103.006.2015156230535.hdf"
2003-05-13,91000,"MOD09CMA.A2003133.006.2015157171256.hdf"
2003-05-22,102000,"MOD09CMA.A2003142.006.2015158000725.hdf"
2003-05-20,95000,"MOD09CMA.A2003140.006.2015157182513.hdf"
2003-04-22,366000,"MOD09CMA.A2003112.006.2015156232019.hdf"
2003-04-07,58000,"MOD09CMA.A2003097.006.2015156153537.hdf"
2003-04-08,43000,"MOD09CMA.A2003098.006.2015156160002.hdf"
2003-04-21,NA,"MOD09CMA.A2003111.006.2015156230450.hdf"
2003-05-03,NA,"MOD09CMA.A2003123.006.2015156182136.hdf"
2003-05-21,49000,"MOD09CMA.A2003141.006.2015157215731.hdf"
2003-05-30,103000,"MOD09CMA.A2003150.006.2015158001132.hdf"
2003-04-30,NA,"MOD09CMA.A2003120.006.2015157000629.hdf"
2003-05-28,66000,"MOD09CMA.A2003148.006.2015157212656.hdf"
2003-04-15,502000,"MOD09CMA.A2003105.006.2015156230030.hdf"
2003-04-16,NA,"MOD09CMA.A2003106.006.2015156162930.hdf"
2003-05-11,84000,"MOD09CMA.A2003131.006.2015157172318.hdf"
2003-04-29,NA,"MOD09CMA.A2003119.006.2015156231155.hdf"
2003-05-29,NA,"MOD09CMA.A2003149.006.2015157235527.hdf"
2003-06-07,365000,"MOD09CMA.A2003158.006.2015158040913.hdf"
2003-05-08,247000,"MOD09CMA.A2003128.006.2015156231258.hdf"
2003-04-23,NA,"MOD09CMA.A2003113.006.2015156232102.hdf"
2003-06-05,173000,"MOD09CMA.A2003156.006.2015158002247.hdf"
2003-04-24,NA,"MOD09CMA.A2003114.006.2015156231655.hdf"
2003-06-06,NA,"MOD09CMA.A2003157.006.2015158021828.hdf"
2003-05-19,62000,"MOD09CMA.A2003139.006.2015157182508.hdf"
2003-05-07,NA,"MOD09CMA.A2003127.006.2015156231436.hdf"
2003-06-15,69000,"MOD09CMA.A2003166.006.2015157222733.hdf"
2003-06-13,97000,"MOD09CMA.A2003164.006.2015157211117.hdf"
2003-05-16,NA,"MOD09CMA.A2003136.006.2015158002329.hdf"
2003-05-01,332000,"MOD09CMA.A2003121.006.2015157000417.hdf"
2003-06-14,269000,"MOD09CMA.A2003165.006.2015157211651.hdf"
2003-05-27,65000,"MOD09CMA.A2003147.006.2015157185921.hdf"
2003-05-02,NA,"MOD09CMA.A2003122.006.2015156231030.hdf"
2003-05-15,350000,"MOD09CMA.A2003135.006.2015158001409.hdf"
2003-06-23,283000,"MOD09CMA.A2003174.006.2015159031743.hdf"
2003-06-21,163000,"MOD09CMA.A2003172.006.2015159022306.hdf"
2003-05-09,NA,"MOD09CMA.A2003129.006.2015157171148.hdf"
2003-06-22,NA,"MOD09CMA.A2003173.006.2015159031747.hdf"
2003-05-24,298000,"MOD09CMA.A2003144.006.2015158000659.hdf"
2003-06-04,80000,"MOD09CMA.A2003155.006.2015157225802.hdf"
2003-05-10,92000,"MOD09CMA.A2003130.006.2015157175950.hdf"
2003-07-01,58000,"MOD09CMA.A2003182.006.2015159015918.hdf"
2003-05-23,69000,"MOD09CMA.A2003143.006.2015158000053.hdf"
2003-06-29,53000,"MOD09CMA.A2003180.006.2015159015018.hdf"
2003-05-17,105000,"MOD09CMA.A2003137.006.2015158001538.hdf"
2003-06-30,94000,"MOD09CMA.A2003181.006.2015159015615.hdf"
2003-06-12,241000,"MOD09CMA.A2003163.006.2015157222921.hdf"
2003-06-01,NA,"MOD09CMA.A2003152.006.2015158001500.hdf"
2003-07-09,71000,"MOD09CMA.A2003190.006.2015159023936.hdf"
2003-05-18,71000,"MOD09CMA.A2003138.006.2015157181239.hdf"
2003-07-07,59000,"MOD09CMA.A2003188.006.2015159033432.hdf"
2003-05-31,128000,"MOD09CMA.A2003151.006.2015158001800.hdf"
2003-06-09,123000,"MOD09CMA.A2003160.006.2015158040925.hdf"
2003-05-25,68000,"MOD09CMA.A2003145.006.2015158001222.hdf"
2003-07-08,NA,"MOD09CMA.A2003189.006.2015159033335.hdf"
2003-06-20,91000,"MOD09CMA.A2003171.006.2015159023356.hdf"
2003-05-26,153000,"MOD09CMA.A2003146.006.2015157183236.hdf"
2003-07-17,52000,"MOD09CMA.A2003198.006.2015076074122.hdf"
2003-07-15,54000,"MOD09CMA.A2003196.006.2015076052357.hdf"
2003-06-08,73000,"MOD09CMA.A2003159.006.2015158041230.hdf"
2003-06-17,80000,"MOD09CMA.A2003168.006.2015158015659.hdf"
2003-07-16,46000,"MOD09CMA.A2003197.006.2015076073653.hdf"
2003-06-02,113000,"MOD09CMA.A2003153.006.2015158002625.hdf"
2003-06-28,104000,"MOD09CMA.A2003179.006.2015159014401.hdf"
2003-07-25,182000,"MOD09CMA.A2003206.006.2015076104811.hdf"
2003-06-03,91000,"MOD09CMA.A2003154.006.2015157222056.hdf"
2003-07-23,444000,"MOD09CMA.A2003204.006.2015076111416.hdf"
2003-06-16,171000,"MOD09CMA.A2003167.006.2015157224523.hdf"
2003-06-25,75000,"MOD09CMA.A2003176.006.2015159051204.hdf"
2003-06-10,75000,"MOD09CMA.A2003161.006.2015158030931.hdf"
2003-07-24,NA,"MOD09CMA.A2003205.006.2015076111432.hdf"
2003-07-06,81000,"MOD09CMA.A2003187.006.2015159015910.hdf"
2003-08-02,NA,"MOD09CMA.A2003214.006.2015076224525.hdf"
2003-06-11,148000,"MOD09CMA.A2003162.006.2015157222217.hdf"
2003-06-24,51000,"MOD09CMA.A2003175.006.2015159050949.hdf"
2003-07-31,202000,"MOD09CMA.A2003212.006.2015076225024.hdf"
2003-07-03,55000,"MOD09CMA.A2003184.006.2015159044131.hdf"
2003-06-18,NA,"MOD09CMA.A2003169.006.2015159015930.hdf"
2003-07-14,35000,"MOD09CMA.A2003195.006.2015076052726.hdf"
2003-08-01,NA,"MOD09CMA.A2003213.006.2015076225054.hdf"
2003-08-10,19000,"MOD09CMA.A2003222.006.2015077010033.hdf"
2003-07-02,92000,"MOD09CMA.A2003183.006.2015159044419.hdf"
2003-08-08,47000,"MOD09CMA.A2003220.006.2015076232443.hdf"
2003-06-19,112000,"MOD09CMA.A2003170.006.2015159022109.hdf"
2003-07-11,86000,"MOD09CMA.A2003192.006.2015160220701.hdf"
2003-07-22,181000,"MOD09CMA.A2003203.006.2015076090429.hdf"
2003-06-26,NA,"MOD09CMA.A2003177.006.2015159051548.hdf"
2003-08-09,NA,"MOD09CMA.A2003221.006.2015076231542.hdf"
2003-07-10,NA,"MOD09CMA.A2003191.006.2015159015918.hdf"
2003-08-16,NA,"MOD09CMA.A2003228.006.2015078235453.hdf"
2003-08-18,57000,"MOD09CMA.A2003230.006.2015079005047.hdf"
2003-06-27,96000,"MOD09CMA.A2003178.006.2015159012953.hdf"
2003-07-30,NA,"MOD09CMA.A2003211.006.2015076224232.hdf"
2003-07-04,87000,"MOD09CMA.A2003185.006.2015159043145.hdf"
2003-07-19,95000,"MOD09CMA.A2003200.006.2015076083724.hdf"
2003-07-18,142000,"MOD09CMA.A2003199.006.2015076082212.hdf"
2003-08-17,63000,"MOD09CMA.A2003229.006.2015079001221.hdf"
2003-08-24,46000,"MOD09CMA.A2003236.006.2015079000020.hdf"
2003-07-05,61000,"MOD09CMA.A2003186.006.2015159031548.hdf"
2003-08-07,63000,"MOD09CMA.A2003219.006.2015076231810.hdf"
2003-08-26,77000,"MOD09CMA.A2003238.006.2015079035930.hdf"
2003-07-27,299000,"MOD09CMA.A2003208.006.2015076164935.hdf"
2003-07-12,NA,"MOD09CMA.A2003193.006.2015076084036.hdf"
2003-08-25,NA,"MOD09CMA.A2003237.006.2015079044420.hdf"
2003-07-26,NA,"MOD09CMA.A2003207.006.2015076105110.hdf"
2003-09-01,61000,"MOD09CMA.A2003244.006.2015079022208.hdf"
2003-07-13,51000,"MOD09CMA.A2003194.006.2015076040418.hdf"
2003-08-15,34000,"MOD09CMA.A2003227.006.2015078230153.hdf"
2003-08-04,NA,"MOD09CMA.A2003216.006.2015077011629.hdf"
2003-09-03,NA,"MOD09CMA.A2003246.006.2015079023349.hdf"
2003-07-20,2e+05,"MOD09CMA.A2003201.006.2015076082015.hdf"
2003-09-02,52000,"MOD09CMA.A2003245.006.2015079015955.hdf"
2003-08-03,184000,"MOD09CMA.A2003215.006.2015076224512.hdf"
2003-07-28,NA,"MOD09CMA.A2003209.006.2015076194615.hdf"
2003-07-21,99000,"MOD09CMA.A2003202.006.2015076061614.hdf"
2003-08-23,66000,"MOD09CMA.A2003235.006.2015079000055.hdf"
2003-08-12,90000,"MOD09CMA.A2003224.006.2015078175640.hdf"
2003-09-11,17000,"MOD09CMA.A2003254.006.2015080002823.hdf"
2003-09-09,134000,"MOD09CMA.A2003252.006.2015080001834.hdf"
2003-08-05,79000,"MOD09CMA.A2003217.006.2015077010547.hdf"
2003-07-29,199000,"MOD09CMA.A2003210.006.2015076212753.hdf"
2003-09-10,NA,"MOD09CMA.A2003253.006.2015080002740.hdf"
2003-08-11,NA,"MOD09CMA.A2003223.006.2015077004651.hdf"
2003-09-19,44000,"MOD09CMA.A2003262.006.2015080040634.hdf"
2003-08-31,120000,"MOD09CMA.A2003243.006.2015079012705.hdf"
2003-08-20,NA,"MOD09CMA.A2003232.006.2015079055851.hdf"
2003-09-17,37000,"MOD09CMA.A2003260.006.2015080020908.hdf"
2003-08-13,NA,"MOD09CMA.A2003225.006.2015078231414.hdf"
2003-08-06,53000,"MOD09CMA.A2003218.006.2015076210045.hdf"
2003-08-19,350000,"MOD09CMA.A2003231.006.2015079052401.hdf"
2003-09-18,14000,"MOD09CMA.A2003261.006.2015080032618.hdf"
2003-09-27,287000,"MOD09CMA.A2003270.006.2015080055006.hdf"
2003-09-08,NA,"MOD09CMA.A2003251.006.2015079205407.hdf"
2003-08-28,44000,"MOD09CMA.A2003240.006.2015079040021.hdf"
2003-08-21,168000,"MOD09CMA.A2003233.006.2015079054843.hdf"
2003-09-25,81000,"MOD09CMA.A2003268.006.2015080013853.hdf"
2003-08-27,NA,"MOD09CMA.A2003239.006.2015079035540.hdf"
2003-08-14,81000,"MOD09CMA.A2003226.006.2015078223810.hdf"
2003-09-26,NA,"MOD09CMA.A2003269.006.2015080023432.hdf"
2003-09-16,77000,"MOD09CMA.A2003259.006.2015079225816.hdf"
2003-09-05,NA,"MOD09CMA.A2003248.006.2015079041141.hdf"
2003-10-05,53000,"MOD09CMA.A2003278.006.2015081035008.hdf"
2003-08-29,NA,"MOD09CMA.A2003241.006.2015079035748.hdf"
2003-10-03,53000,"MOD09CMA.A2003276.006.2015081022330.hdf"
2003-08-22,NA,"MOD09CMA.A2003234.006.2015078224847.hdf"
2003-09-24,56000,"MOD09CMA.A2003267.006.2015080021038.hdf"
2003-10-04,172000,"MOD09CMA.A2003277.006.2015081030309.hdf"
2003-09-04,184000,"MOD09CMA.A2003247.006.2015079024754.hdf"
2003-09-13,17000,"MOD09CMA.A2003256.006.2015080002901.hdf"
2003-10-13,14000,"MOD09CMA.A2003286.006.2015081044856.hdf"
2003-10-11,18000,"MOD09CMA.A2003284.006.2015081040925.hdf"
2003-10-12,NA,"MOD09CMA.A2003285.006.2015081045156.hdf"
2003-10-02,69000,"MOD09CMA.A2003275.006.2015081004419.hdf"
2003-09-06,28000,"MOD09CMA.A2003249.006.2015079201918.hdf"
2003-08-30,97000,"MOD09CMA.A2003242.006.2015079012727.hdf"
2003-09-21,55000,"MOD09CMA.A2003264.006.2015080021623.hdf"
2003-09-12,55000,"MOD09CMA.A2003255.006.2015080000913.hdf"
2003-10-21,47000,"MOD09CMA.A2003294.006.2015081065005.hdf"
2003-10-19,33000,"MOD09CMA.A2003292.006.2015081024927.hdf"
2003-10-20,21000,"MOD09CMA.A2003293.006.2015081065624.hdf"
2003-10-10,28000,"MOD09CMA.A2003283.006.2015081014031.hdf"
2003-09-14,61000,"MOD09CMA.A2003257.006.2015080003132.hdf"
