"date","AOT_at_500nm","filename"
2009-11-25,28000,"MOD09CMA.A2009329.006.2015196170649.hdf"
2010-02-02,397000,"MOD09CMA.A2010033.006.2015199063152.hdf"
2010-01-16,NA,"MOD09CMA.A2010016.006.2015198135034.hdf"
2009-11-02,25000,"MOD09CMA.A2009306.006.2015196093343.hdf"
2009-12-01,NA,"MOD09CMA.A2009335.006.2015196150055.hdf"
2009-11-16,66000,"MOD09CMA.A2009320.006.2015196163537.hdf"
2010-01-31,52000,"MOD09CMA.A2010031.006.2015198105229.hdf"
2010-02-10,NA,"MOD09CMA.A2010041.006.2015199150436.hdf"
2009-12-29,NA,"MOD09CMA.A2009363.006.2015197020732.hdf"
2009-12-03,57000,"MOD09CMA.A2009337.006.2015197024606.hdf"
2009-11-10,NA,"MOD09CMA.A2009314.006.2015196095208.hdf"
2010-01-24,NA,"MOD09CMA.A2010024.006.2015198114946.hdf"
2009-12-09,201000,"MOD09CMA.A2009343.006.2015197083132.hdf"
2010-02-18,107000,"MOD09CMA.A2010049.006.2015199151750.hdf"
2009-11-24,45000,"MOD09CMA.A2009328.006.2015196170642.hdf"
2010-02-08,NA,"MOD09CMA.A2010039.006.2015199151242.hdf"
2010-02-01,NA,"MOD09CMA.A2010032.006.2015198222744.hdf"
2010-01-06,NA,"MOD09CMA.A2010006.006.2015198063047.hdf"
2009-12-11,NA,"MOD09CMA.A2009345.006.2015197075257.hdf"
2009-11-18,22000,"MOD09CMA.A2009322.006.2015196092811.hdf"
2009-12-17,NA,"MOD09CMA.A2009351.006.2015197084035.hdf"
2009-12-02,NA,"MOD09CMA.A2009336.006.2015196230428.hdf"
2010-02-16,139000,"MOD09CMA.A2010047.006.2015199105340.hdf"
2010-01-14,NA,"MOD09CMA.A2010014.006.2015198101921.hdf"
2010-02-26,NA,"MOD09CMA.A2010057.006.2015199122249.hdf"
2010-02-09,NA,"MOD09CMA.A2010040.006.2015199145856.hdf"
2009-11-26,NA,"MOD09CMA.A2009330.006.2015196091702.hdf"
2009-12-19,NA,"MOD09CMA.A2009353.006.2015197080307.hdf"
2009-12-25,65000,"MOD09CMA.A2009359.006.2015197074114.hdf"
2009-12-10,NA,"MOD09CMA.A2009344.006.2015197075509.hdf"
2010-02-24,NA,"MOD09CMA.A2010055.006.2015199151719.hdf"
2010-01-22,NA,"MOD09CMA.A2010022.006.2015198122930.hdf"
2010-03-06,NA,"MOD09CMA.A2010065.006.2015209035751.hdf"
2010-02-17,71000,"MOD09CMA.A2010048.006.2015199152219.hdf"
2009-12-04,NA,"MOD09CMA.A2009338.006.2015197033001.hdf"
2009-12-27,NA,"MOD09CMA.A2009361.006.2015197083722.hdf"
2010-01-02,120000,"MOD09CMA.A2010002.006.2015198061517.hdf"
2009-12-18,NA,"MOD09CMA.A2009352.006.2015197083918.hdf"
2009-12-12,NA,"MOD09CMA.A2009346.006.2015197025854.hdf"
2010-03-04,195000,"MOD09CMA.A2010063.006.2015199144324.hdf"
2010-01-30,237000,"MOD09CMA.A2010030.006.2015198110914.hdf"
2010-03-14,NA,"MOD09CMA.A2010073.006.2015205200721.hdf"
2010-01-04,NA,"MOD09CMA.A2010004.006.2015198053900.hdf"
2010-02-25,NA,"MOD09CMA.A2010056.006.2015199151323.hdf"
2010-01-10,NA,"MOD09CMA.A2010010.006.2015198055235.hdf"
2009-12-26,NA,"MOD09CMA.A2009360.006.2015197093140.hdf"
2009-12-20,NA,"MOD09CMA.A2009354.006.2015197022748.hdf"
2010-03-12,NA,"MOD09CMA.A2010071.006.2015204224404.hdf"
2010-02-07,113000,"MOD09CMA.A2010038.006.2015199105543.hdf"
2010-03-05,NA,"MOD09CMA.A2010064.006.2015200060014.hdf"
2010-03-22,91000,"MOD09CMA.A2010081.006.2015206065406.hdf"
2010-01-12,NA,"MOD09CMA.A2010012.006.2015198054918.hdf"
2010-01-03,295000,"MOD09CMA.A2010003.006.2015198053853.hdf"
2010-01-18,NA,"MOD09CMA.A2010018.006.2015198055858.hdf"
2009-12-28,NA,"MOD09CMA.A2009362.006.2015197031538.hdf"
2010-03-20,NA,"MOD09CMA.A2010079.006.2015206104512.hdf"
2010-02-15,64000,"MOD09CMA.A2010046.006.2015199125902.hdf"
2010-01-11,NA,"MOD09CMA.A2010011.006.2015198054123.hdf"
2010-03-30,83000,"MOD09CMA.A2010089.006.2015206073408.hdf"
2010-01-20,NA,"MOD09CMA.A2010020.006.2015198133312.hdf"
2010-03-13,23000,"MOD09CMA.A2010072.006.2015205181131.hdf"
2010-01-26,NA,"MOD09CMA.A2010026.006.2015198051048.hdf"
2010-01-05,NA,"MOD09CMA.A2010005.006.2015198053956.hdf"
2010-01-19,NA,"MOD09CMA.A2010019.006.2015198105924.hdf"
2010-01-28,NA,"MOD09CMA.A2010028.006.2015198050627.hdf"
2010-02-23,NA,"MOD09CMA.A2010054.006.2015199135518.hdf"
2010-04-07,47000,"MOD09CMA.A2010097.006.2015206103357.hdf"
2010-03-28,NA,"MOD09CMA.A2010087.006.2015206072609.hdf"
2010-02-03,69000,"MOD09CMA.A2010034.006.2015199062203.hdf"
2010-03-21,NA,"MOD09CMA.A2010080.006.2015206104429.hdf"
2010-01-13,53000,"MOD09CMA.A2010013.006.2015198101806.hdf"
2010-01-27,NA,"MOD09CMA.A2010027.006.2015198050144.hdf"
2010-04-05,118000,"MOD09CMA.A2010095.006.2015206084020.hdf"
2010-04-15,NA,"MOD09CMA.A2010105.006.2015206094602.hdf"
2010-02-05,NA,"MOD09CMA.A2010036.006.2015199063321.hdf"
2010-03-03,395000,"MOD09CMA.A2010062.006.2015199135059.hdf"
2010-02-11,479000,"MOD09CMA.A2010042.006.2015199055954.hdf"
2010-03-29,NA,"MOD09CMA.A2010088.006.2015206073300.hdf"
2010-01-21,NA,"MOD09CMA.A2010021.006.2015198132613.hdf"
2010-02-04,NA,"MOD09CMA.A2010035.006.2015199064111.hdf"
2010-04-23,120000,"MOD09CMA.A2010113.006.2015207035705.hdf"
2010-02-13,225000,"MOD09CMA.A2010044.006.2015199061308.hdf"
2010-03-11,76000,"MOD09CMA.A2010070.006.2015204174146.hdf"
2010-04-13,NA,"MOD09CMA.A2010103.006.2015206095147.hdf"
2010-02-19,NA,"MOD09CMA.A2010050.006.2015199060607.hdf"
2010-04-06,NA,"MOD09CMA.A2010096.006.2015206103405.hdf"
2010-01-29,NA,"MOD09CMA.A2010029.006.2015198055222.hdf"
2010-02-12,NA,"MOD09CMA.A2010043.006.2015199061623.hdf"
2010-05-01,65000,"MOD09CMA.A2010121.006.2015207101238.hdf"
2010-04-21,235000,"MOD09CMA.A2010111.006.2015206092608.hdf"
2010-03-19,33000,"MOD09CMA.A2010078.006.2015206032744.hdf"
2010-02-27,596000,"MOD09CMA.A2010058.006.2015199063141.hdf"
2010-02-21,NA,"MOD09CMA.A2010052.006.2015199062618.hdf"
2010-04-14,NA,"MOD09CMA.A2010104.006.2015206094705.hdf"
2010-02-06,NA,"MOD09CMA.A2010037.006.2015199055210.hdf"
2010-02-20,NA,"MOD09CMA.A2010051.006.2015199062531.hdf"
2010-04-29,45000,"MOD09CMA.A2010119.006.2015207104641.hdf"
2010-05-09,295000,"MOD09CMA.A2010129.006.2015207162519.hdf"
2010-03-27,115000,"MOD09CMA.A2010086.006.2015206054831.hdf"
2010-03-07,59000,"MOD09CMA.A2010066.006.2015204190332.hdf"
2010-03-01,NA,"MOD09CMA.A2010060.006.2015199055608.hdf"
2010-02-14,116000,"MOD09CMA.A2010045.006.2015199125722.hdf"
2010-04-22,NA,"MOD09CMA.A2010112.006.2015207013222.hdf"
2010-05-07,190000,"MOD09CMA.A2010127.006.2015207154652.hdf"
2010-05-17,NA,"MOD09CMA.A2010137.006.2015207181846.hdf"
2010-02-28,NA,"MOD09CMA.A2010059.006.2015199063317.hdf"
2010-03-15,36000,"MOD09CMA.A2010074.006.2015205211830.hdf"
2010-04-04,NA,"MOD09CMA.A2010094.006.2015206080521.hdf"
2010-04-30,39000,"MOD09CMA.A2010120.006.2015207104205.hdf"
2010-03-09,NA,"MOD09CMA.A2010068.006.2015204183008.hdf"
2010-02-22,188000,"MOD09CMA.A2010053.006.2015199070445.hdf"
2010-05-15,66000,"MOD09CMA.A2010135.006.2015207153937.hdf"
2010-05-25,NA,"MOD09CMA.A2010145.006.2015207200510.hdf"
2010-03-08,136000,"MOD09CMA.A2010067.006.2015204182753.hdf"
2010-04-12,NA,"MOD09CMA.A2010102.006.2015206092530.hdf"
2010-05-08,NA,"MOD09CMA.A2010128.006.2015207171336.hdf"
2010-03-23,NA,"MOD09CMA.A2010082.006.2015205220309.hdf"
2010-03-17,40000,"MOD09CMA.A2010076.006.2015205234458.hdf"
2010-06-02,NA,"MOD09CMA.A2010153.006.2015208040423.hdf"
2010-05-23,74000,"MOD09CMA.A2010143.006.2015207181057.hdf"
2010-03-02,NA,"MOD09CMA.A2010061.006.2015199061753.hdf"
2010-03-16,NA,"MOD09CMA.A2010075.006.2015205221211.hdf"
2010-04-20,NA,"MOD09CMA.A2010110.006.2015206073346.hdf"
2010-05-16,82000,"MOD09CMA.A2010136.006.2015207181511.hdf"
2010-03-31,366000,"MOD09CMA.A2010090.006.2015205233130.hdf"
2010-03-25,NA,"MOD09CMA.A2010084.006.2015206030403.hdf"
2010-05-31,NA,"MOD09CMA.A2010151.006.2015207200558.hdf"
2010-06-10,166000,"MOD09CMA.A2010161.006.2015208160017.hdf"
2010-03-10,61000,"MOD09CMA.A2010069.006.2015204183012.hdf"
2010-04-28,226000,"MOD09CMA.A2010118.006.2015207075403.hdf"
2010-04-08,63000,"MOD09CMA.A2010098.006.2015206015648.hdf"
2010-05-24,NA,"MOD09CMA.A2010144.006.2015207200435.hdf"
2010-03-24,222000,"MOD09CMA.A2010083.006.2015205234625.hdf"
2010-04-02,NA,"MOD09CMA.A2010092.006.2015206030430.hdf"
2010-06-08,204000,"MOD09CMA.A2010159.006.2015208134638.hdf"
2010-03-18,63000,"MOD09CMA.A2010077.006.2015206015326.hdf"
2010-06-18,NA,"MOD09CMA.A2010169.006.2015208212701.hdf"
2010-05-06,41000,"MOD09CMA.A2010126.006.2015207153912.hdf"
2010-04-16,2e+05,"MOD09CMA.A2010106.006.2015205235059.hdf"
2010-06-01,NA,"MOD09CMA.A2010152.006.2015208032430.hdf"
2010-06-16,46000,"MOD09CMA.A2010167.006.2015208181042.hdf"
2010-04-10,NA,"MOD09CMA.A2010100.006.2015206042944.hdf"
2010-04-01,NA,"MOD09CMA.A2010091.006.2015206012936.hdf"
2010-06-26,164000,"MOD09CMA.A2010177.006.2015208182617.hdf"
2010-03-26,68000,"MOD09CMA.A2010085.006.2015206030450.hdf"
2010-05-14,61000,"MOD09CMA.A2010134.006.2015207160331.hdf"
2010-04-24,NA,"MOD09CMA.A2010114.006.2015207043336.hdf"
2010-06-09,NA,"MOD09CMA.A2010160.006.2015208155943.hdf"
2010-04-18,67000,"MOD09CMA.A2010108.006.2015206043502.hdf"
2010-06-24,237000,"MOD09CMA.A2010175.006.2015208174512.hdf"
2010-04-09,277000,"MOD09CMA.A2010099.006.2015206043047.hdf"
2010-07-04,51000,"MOD09CMA.A2010185.006.2015208175336.hdf"
2010-04-03,232000,"MOD09CMA.A2010093.006.2015206055259.hdf"
2010-05-22,192000,"MOD09CMA.A2010142.006.2015207160257.hdf"
2010-05-02,65000,"MOD09CMA.A2010122.006.2015207053951.hdf"
2010-06-17,319000,"MOD09CMA.A2010168.006.2015208213328.hdf"
2010-07-02,71000,"MOD09CMA.A2010183.006.2015208210628.hdf"
2010-07-12,82000,"MOD09CMA.A2010193.006.2015208182359.hdf"
2010-04-17,63000,"MOD09CMA.A2010107.006.2015206035019.hdf"
2010-04-26,NA,"MOD09CMA.A2010116.006.2015207063528.hdf"
2010-05-30,201000,"MOD09CMA.A2010150.006.2015207182458.hdf"
2010-04-11,NA,"MOD09CMA.A2010101.006.2015206081014.hdf"
2010-06-25,NA,"MOD09CMA.A2010176.006.2015208182414.hdf"
2010-07-10,76000,"MOD09CMA.A2010191.006.2015208212324.hdf"
2010-05-10,NA,"MOD09CMA.A2010130.006.2015207065002.hdf"
2010-04-25,99000,"MOD09CMA.A2010115.006.2015207050512.hdf"
2010-05-04,107000,"MOD09CMA.A2010124.006.2015207101336.hdf"
2010-07-20,61000,"MOD09CMA.A2010201.006.2015209080712.hdf"
2010-06-07,NA,"MOD09CMA.A2010158.006.2015208104051.hdf"
2010-04-19,NA,"MOD09CMA.A2010109.006.2015206074114.hdf"
2010-07-03,65000,"MOD09CMA.A2010184.006.2015208211727.hdf"
2010-07-18,64000,"MOD09CMA.A2010199.006.2015209005730.hdf"
2010-05-18,NA,"MOD09CMA.A2010138.006.2015207090859.hdf"
2010-07-28,73000,"MOD09CMA.A2010209.006.2015209130244.hdf"
2010-05-03,NA,"MOD09CMA.A2010123.006.2015207071101.hdf"
2010-05-12,72000,"MOD09CMA.A2010132.006.2015207101212.hdf"
2010-06-15,99000,"MOD09CMA.A2010166.006.2015208154004.hdf"
2010-04-27,725000,"MOD09CMA.A2010117.006.2015207080237.hdf"
2010-07-11,NA,"MOD09CMA.A2010192.006.2015208211832.hdf"
2010-05-26,NA,"MOD09CMA.A2010146.006.2015207110633.hdf"
2010-07-26,67000,"MOD09CMA.A2010207.006.2015209123311.hdf"
2010-05-11,70000,"MOD09CMA.A2010131.006.2015207092511.hdf"
2010-08-05,77000,"MOD09CMA.A2010217.006.2015209143856.hdf"
2010-05-20,80000,"MOD09CMA.A2010140.006.2015207132233.hdf"
2010-06-23,118000,"MOD09CMA.A2010174.006.2015208152728.hdf"
2010-05-05,57000,"MOD09CMA.A2010125.006.2015207104905.hdf"
2010-06-03,243000,"MOD09CMA.A2010154.006.2015208045542.hdf"
2010-07-19,58000,"MOD09CMA.A2010200.006.2015209050706.hdf"
2010-08-03,153000,"MOD09CMA.A2010215.006.2015209160528.hdf"
2010-05-19,NA,"MOD09CMA.A2010139.006.2015207113353.hdf"
2010-08-13,68000,"MOD09CMA.A2010225.006.2015209143541.hdf"
2010-05-28,NA,"MOD09CMA.A2010148.006.2015207141021.hdf"
2010-07-01,77000,"MOD09CMA.A2010182.006.2015208174104.hdf"
2010-06-11,NA,"MOD09CMA.A2010162.006.2015208085230.hdf"
2010-05-13,61000,"MOD09CMA.A2010133.006.2015207121636.hdf"
2010-05-27,NA,"MOD09CMA.A2010147.006.2015207134317.hdf"
2010-08-11,35000,"MOD09CMA.A2010223.006.2015209150730.hdf"
2010-07-27,66000,"MOD09CMA.A2010208.006.2015209130043.hdf"
2010-08-21,38000,"MOD09CMA.A2010233.006.2015210014719.hdf"
2010-07-09,105000,"MOD09CMA.A2010190.006.2015208212118.hdf"
2010-06-05,151000,"MOD09CMA.A2010156.006.2015208065618.hdf"
2010-06-04,NA,"MOD09CMA.A2010155.006.2015208044133.hdf"
2010-06-19,72000,"MOD09CMA.A2010170.006.2015208065542.hdf"
2010-05-21,335000,"MOD09CMA.A2010141.006.2015207125738.hdf"
2010-08-04,91000,"MOD09CMA.A2010216.006.2015209160314.hdf"
2010-08-19,52000,"MOD09CMA.A2010231.006.2015209163440.hdf"
2010-08-29,61000,"MOD09CMA.A2010241.006.2015210105913.hdf"
2010-07-17,64000,"MOD09CMA.A2010198.006.2015208212935.hdf"
2010-06-13,50000,"MOD09CMA.A2010164.006.2015208073955.hdf"
2010-05-29,45000,"MOD09CMA.A2010149.006.2015207144503.hdf"
2010-08-12,NA,"MOD09CMA.A2010224.006.2015209151800.hdf"
2010-06-12,36000,"MOD09CMA.A2010163.006.2015208074456.hdf"
2010-06-27,NA,"MOD09CMA.A2010178.006.2015208073955.hdf"
2010-07-25,99000,"MOD09CMA.A2010206.006.2015209111745.hdf"
2010-06-21,206000,"MOD09CMA.A2010172.006.2015208113823.hdf"
2010-06-06,NA,"MOD09CMA.A2010157.006.2015208094207.hdf"
2010-09-06,55000,"MOD09CMA.A2010249.006.2015210140848.hdf"
2010-08-27,47000,"MOD09CMA.A2010239.006.2015210113326.hdf"
2010-08-20,39000,"MOD09CMA.A2010232.006.2015210003243.hdf"
2010-07-05,142000,"MOD09CMA.A2010186.006.2015208113713.hdf"
2010-06-20,NA,"MOD09CMA.A2010171.006.2015208115412.hdf"
2010-06-29,NA,"MOD09CMA.A2010180.006.2015208132407.hdf"
2010-08-02,38000,"MOD09CMA.A2010214.006.2015209155715.hdf"
2010-06-14,66000,"MOD09CMA.A2010165.006.2015208134436.hdf"
2010-09-14,22000,"MOD09CMA.A2010257.006.2015210114418.hdf"
2010-06-28,153000,"MOD09CMA.A2010179.006.2015208091700.hdf"
2010-09-04,34000,"MOD09CMA.A2010247.006.2015210105753.hdf"
2010-07-13,57000,"MOD09CMA.A2010194.006.2015208130539.hdf"
2010-07-07,175000,"MOD09CMA.A2010188.006.2015208165120.hdf"
2010-08-10,62000,"MOD09CMA.A2010222.006.2015209150458.hdf"
2010-08-28,NA,"MOD09CMA.A2010240.006.2015210114031.hdf"
2010-06-22,110000,"MOD09CMA.A2010173.006.2015208144500.hdf"
2010-07-06,57000,"MOD09CMA.A2010187.006.2015208165507.hdf"
2010-09-12,25000,"MOD09CMA.A2010255.006.2015210125737.hdf"
2010-09-22,NA,"MOD09CMA.A2010265.006.2015210224856.hdf"
2010-07-15,NA,"MOD09CMA.A2010196.006.2015208144501.hdf"
2010-07-21,135000,"MOD09CMA.A2010202.006.2015209083236.hdf"
2010-09-05,15000,"MOD09CMA.A2010248.006.2015210134955.hdf"
2010-08-18,66000,"MOD09CMA.A2010230.006.2015209144112.hdf"
2010-06-30,81000,"MOD09CMA.A2010181.006.2015208124716.hdf"
2010-07-14,133000,"MOD09CMA.A2010195.006.2015208151150.hdf"
2010-09-20,32000,"MOD09CMA.A2010263.006.2015210121613.hdf"
2010-09-30,56000,"MOD09CMA.A2010273.006.2015211052544.hdf"
2010-07-29,52000,"MOD09CMA.A2010210.006.2015209093706.hdf"
2010-07-23,161000,"MOD09CMA.A2010204.006.2015209091043.hdf"
2010-07-08,81000,"MOD09CMA.A2010189.006.2015208174103.hdf"
2010-09-13,NA,"MOD09CMA.A2010256.006.2015210125647.hdf"
2010-07-22,NA,"MOD09CMA.A2010203.006.2015209091427.hdf"
2010-08-26,37000,"MOD09CMA.A2010238.006.2015210071515.hdf"
2010-09-28,22000,"MOD09CMA.A2010271.006.2015211043020.hdf"
2010-08-06,150000,"MOD09CMA.A2010218.006.2015209155755.hdf"
2010-10-08,NA,"MOD09CMA.A2010281.006.2015211073903.hdf"
2010-07-31,49000,"MOD09CMA.A2010212.006.2015209171702.hdf"
2010-09-21,13000,"MOD09CMA.A2010264.006.2015210222600.hdf"
2010-07-16,96000,"MOD09CMA.A2010197.006.2015208162454.hdf"
2010-07-30,104000,"MOD09CMA.A2010211.006.2015209165853.hdf"
2010-10-06,NA,"MOD09CMA.A2010279.006.2015211081129.hdf"
2010-09-03,31000,"MOD09CMA.A2010246.006.2015210092302.hdf"
2010-08-08,132000,"MOD09CMA.A2010220.006.2015209175336.hdf"
2010-08-14,NA,"MOD09CMA.A2010226.006.2015209091036.hdf"
2010-10-16,NA,"MOD09CMA.A2010289.006.2015211205128.hdf"
2010-07-24,68000,"MOD09CMA.A2010205.006.2015209104426.hdf"
2010-09-29,57000,"MOD09CMA.A2010272.006.2015211053612.hdf"
2010-10-14,29000,"MOD09CMA.A2010287.006.2015211080657.hdf"
2010-09-11,33000,"MOD09CMA.A2010254.006.2015210102333.hdf"
2010-08-07,NA,"MOD09CMA.A2010219.006.2015209174920.hdf"
2010-08-16,58000,"MOD09CMA.A2010228.006.2015209185318.hdf"
2010-08-22,NA,"MOD09CMA.A2010234.006.2015210020822.hdf"
2010-10-24,NA,"MOD09CMA.A2010297.006.2015212004337.hdf"
2010-08-01,68000,"MOD09CMA.A2010213.006.2015209165013.hdf"
2010-10-22,587000,"MOD09CMA.A2010295.006.2015212011656.hdf"
2010-08-15,88000,"MOD09CMA.A2010227.006.2015209135911.hdf"
2010-09-19,3e+05,"MOD09CMA.A2010262.006.2015210115330.hdf"
2010-10-07,551000,"MOD09CMA.A2010280.006.2015211075642.hdf"
2010-08-24,39000,"MOD09CMA.A2010236.006.2015210044034.hdf"
2010-08-30,NA,"MOD09CMA.A2010242.006.2015210023406.hdf"
2010-11-01,20000,"MOD09CMA.A2010305.006.2015212041116.hdf"
2010-10-30,NA,"MOD09CMA.A2010303.006.2015212011142.hdf"
2010-08-09,66000,"MOD09CMA.A2010221.006.2015209145819.hdf"
2010-08-23,45000,"MOD09CMA.A2010235.006.2015210030416.hdf"
2010-10-15,NA,"MOD09CMA.A2010288.006.2015211174908.hdf"
2010-09-27,33000,"MOD09CMA.A2010270.006.2015211030510.hdf"
2010-08-17,51000,"MOD09CMA.A2010229.006.2015209190357.hdf"
2010-11-09,NA,"MOD09CMA.A2010313.006.2015212213214.hdf"
2010-09-01,58000,"MOD09CMA.A2010244.006.2015210065017.hdf"
2010-09-07,23000,"MOD09CMA.A2010250.006.2015210033621.hdf"
2010-11-07,NA,"MOD09CMA.A2010311.006.2015212072251.hdf"
2010-08-31,20000,"MOD09CMA.A2010243.006.2015210050409.hdf"
2010-10-23,NA,"MOD09CMA.A2010296.006.2015212012317.hdf"
2010-10-05,NA,"MOD09CMA.A2010278.006.2015211054208.hdf"
2010-11-15,26000,"MOD09CMA.A2010319.006.2015213093543.hdf"
2010-11-17,83000,"MOD09CMA.A2010321.006.2015213085640.hdf"
2010-08-25,50000,"MOD09CMA.A2010237.006.2015210061721.hdf"
2010-09-09,55000,"MOD09CMA.A2010252.006.2015210074847.hdf"
2010-09-15,NA,"MOD09CMA.A2010258.006.2015210035516.hdf"
2010-09-08,NA,"MOD09CMA.A2010251.006.2015210044806.hdf"
2010-10-13,27000,"MOD09CMA.A2010286.006.2015211081848.hdf"
2010-10-31,40000,"MOD09CMA.A2010304.006.2015212024054.hdf"
2010-11-23,57000,"MOD09CMA.A2010327.006.2015213095307.hdf"
2010-11-25,NA,"MOD09CMA.A2010329.006.2015213085247.hdf"
2010-09-02,30000,"MOD09CMA.A2010245.006.2015210091211.hdf"
2010-09-23,23000,"MOD09CMA.A2010266.006.2015210232846.hdf"
2010-09-16,18000,"MOD09CMA.A2010259.006.2015210071020.hdf"
2010-09-17,NA,"MOD09CMA.A2010260.006.2015210082657.hdf"
2010-12-01,116000,"MOD09CMA.A2010335.006.2015213093712.hdf"
2010-10-21,86000,"MOD09CMA.A2010294.006.2015212010220.hdf"
2010-11-08,21000,"MOD09CMA.A2010312.006.2015212184724.hdf"
2010-12-03,NA,"MOD09CMA.A2010337.006.2015213090901.hdf"
2010-09-10,48000,"MOD09CMA.A2010253.006.2015210090707.hdf"
2010-09-24,48000,"MOD09CMA.A2010267.006.2015211003122.hdf"
2010-12-09,NA,"MOD09CMA.A2010343.006.2015213114544.hdf"
2010-09-25,19000,"MOD09CMA.A2010268.006.2015211003751.hdf"
2010-10-29,NA,"MOD09CMA.A2010302.006.2015212004602.hdf"
2010-10-01,NA,"MOD09CMA.A2010274.006.2015211024251.hdf"
2010-11-16,NA,"MOD09CMA.A2010320.006.2015213085606.hdf"
2010-12-11,NA,"MOD09CMA.A2010345.006.2015213103657.hdf"
2010-12-17,NA,"MOD09CMA.A2010351.006.2015213112008.hdf"
2010-10-02,136000,"MOD09CMA.A2010275.006.2015211025818.hdf"
2010-09-18,27000,"MOD09CMA.A2010261.006.2015210092918.hdf"
2010-11-06,55000,"MOD09CMA.A2010310.006.2015212070726.hdf"
2010-10-03,NA,"MOD09CMA.A2010276.006.2015211031936.hdf"
2010-12-19,NA,"MOD09CMA.A2010353.006.2015213210509.hdf"
2010-11-24,33000,"MOD09CMA.A2010328.006.2015213100336.hdf"
2010-10-09,20000,"MOD09CMA.A2010282.006.2015211021847.hdf"
2010-12-25,NA,"MOD09CMA.A2010359.006.2015214043553.hdf"
2010-12-27,NA,"MOD09CMA.A2010361.006.2015214052914.hdf"
2010-10-10,NA,"MOD09CMA.A2010283.006.2015211042657.hdf"
2010-09-26,34000,"MOD09CMA.A2010269.006.2015211020715.hdf"
2010-11-14,41000,"MOD09CMA.A2010318.006.2015213063211.hdf"
2010-10-17,NA,"MOD09CMA.A2010290.006.2015211205507.hdf"
2010-10-11,15000,"MOD09CMA.A2010284.006.2015211044835.hdf"
2010-12-02,NA,"MOD09CMA.A2010336.006.2015213094609.hdf"
2011-01-02,212000,"MOD09CMA.A2011002.006.2015216002429.hdf"
2010-10-18,153000,"MOD09CMA.A2010291.006.2015211215405.hdf"
2011-01-04,168000,"MOD09CMA.A2011004.006.2015215204442.hdf"
2010-12-10,NA,"MOD09CMA.A2010344.006.2015213114939.hdf"
2010-10-25,17000,"MOD09CMA.A2010298.006.2015211203548.hdf"
2010-11-22,97000,"MOD09CMA.A2010326.006.2015213084718.hdf"
2010-10-04,91000,"MOD09CMA.A2010277.006.2015211031448.hdf"
2010-10-19,56000,"MOD09CMA.A2010292.006.2015211215345.hdf"
2010-10-26,NA,"MOD09CMA.A2010299.006.2015211220233.hdf"
2011-01-10,63000,"MOD09CMA.A2011010.006.2015215233743.hdf"
2011-01-12,NA,"MOD09CMA.A2011012.006.2015216002626.hdf"
2010-11-02,NA,"MOD09CMA.A2010306.006.2015212040707.hdf"
2010-12-18,NA,"MOD09CMA.A2010352.006.2015213194401.hdf"
2010-10-27,NA,"MOD09CMA.A2010300.006.2015211220259.hdf"
2010-10-12,39000,"MOD09CMA.A2010285.006.2015211050533.hdf"
2010-11-30,NA,"MOD09CMA.A2010334.006.2015213090748.hdf"
2011-01-20,57000,"MOD09CMA.A2011020.006.2015216024615.hdf"
2010-11-03,NA,"MOD09CMA.A2010307.006.2015212040225.hdf"
2011-01-18,NA,"MOD09CMA.A2011018.006.2015216012048.hdf"
2010-12-26,NA,"MOD09CMA.A2010360.006.2015214052601.hdf"
2010-11-10,144000,"MOD09CMA.A2010314.006.2015212220513.hdf"
2010-11-04,83000,"MOD09CMA.A2010308.006.2015212065606.hdf"
2010-12-08,NA,"MOD09CMA.A2010342.006.2015213114802.hdf"
2011-01-28,NA,"MOD09CMA.A2011028.006.2015216024654.hdf"
2010-10-20,185000,"MOD09CMA.A2010293.006.2015212000523.hdf"
2011-01-26,NA,"MOD09CMA.A2011026.006.2015216021028.hdf"
2010-11-11,NA,"MOD09CMA.A2010315.006.2015213014116.hdf"
2011-01-03,NA,"MOD09CMA.A2011003.006.2015216002237.hdf"
2010-11-18,NA,"MOD09CMA.A2010322.006.2015213020723.hdf"
2010-12-16,35000,"MOD09CMA.A2010350.006.2015213101537.hdf"
2010-11-12,22000,"MOD09CMA.A2010316.006.2015213034009.hdf"
2010-10-28,NA,"MOD09CMA.A2010301.006.2015211225506.hdf"
2011-02-05,154000,"MOD09CMA.A2011036.006.2015216021238.hdf"
2011-02-03,163000,"MOD09CMA.A2011034.006.2015216015000.hdf"
2010-11-19,NA,"MOD09CMA.A2010323.006.2015213045642.hdf"
2011-01-11,NA,"MOD09CMA.A2011011.006.2015216002326.hdf"
2010-11-26,73000,"MOD09CMA.A2010330.006.2015213020624.hdf"
2010-12-24,NA,"MOD09CMA.A2010358.006.2015214024557.hdf"
2010-11-20,NA,"MOD09CMA.A2010324.006.2015213055351.hdf"
2010-11-05,73000,"MOD09CMA.A2010309.006.2015212065848.hdf"
2011-02-13,54000,"MOD09CMA.A2011044.006.2015215230153.hdf"
2010-11-27,NA,"MOD09CMA.A2010331.006.2015213085247.hdf"
2011-01-19,NA,"MOD09CMA.A2011019.006.2015216014713.hdf"
2011-02-11,47000,"MOD09CMA.A2011042.006.2015216061922.hdf"
2010-12-04,NA,"MOD09CMA.A2010338.006.2015213021903.hdf"
