"","05","06","07","08","09","10"
"1992",0,0,0,0,1,0
"1993",0,0,0,0,12,0
"1994",0,0,0,0,0,0
"1995",0,0,0,0,0,0
"1996",NA,0,0,0,0,0
"1997",0,0,0,0,0,0
"1998",NA,0,0,1,0,0
"1999",1,0,0,0,0,0
"2000",105,0,0,0,0,0
"2001",0,0,0,0,0,0
"2002",0,0,0,0,0,0
"2003",NA,0,0,0,0,0
"2004",0,0,0,0,0,0
"2005",0,0,0,0,0,0
"2006",NA,0,0,0,0,0
"2007",0,0,0,0,0,0
"2008",0,0,0,0,0,0
"2009",0,0,0,0,0,0
"2010",0,0,0,0,3,1
"2011",0,0,0,0,0,0
"2012",0,0,0,0,0,0
"2013",0,0,0,0,0,0
"2014",0,0,0,1,0,0
"2015",0,0,0,0,0,0
